Dish Name,Ingredients (Tagalog),Instructions,Image Name,Cooking Time
Watermelon Salad,"Pakwan, bawang, sibuyas, bagoong, suka, asin, paminta","Hiwa-hiwain ang pakwan at ilagay sa isang mangkok. Idagdag ang bawang, sibuyas, bagoong, suka, asin, at paminta. Haluing mabuti at ihain.",watermelon_salad.jpg,10 minuto
White Bean Stew,"White beans, bawang, sibuyas, kamatis, sabaw ng manok, asin, paminta","Pakuluan ang white beans hanggang malambot. Igisa ang bawang at sibuyas, idagdag ang kamatis at lutuin hanggang mag-wilt. Idagdag ang beans at sabaw ng manok, pakuluan ng 10-15 minuto. Timplahan ng asin at paminta.",white_beans_stew.jpg,45 minuto
Wok Fried Rice,"Kanin, bawang, sibuyas, gulay, itlog, toyo, asin, paminta, mantika","Igisa ang bawang at sibuyas sa mantika. Idagdag ang gulay at lutuin ng ilang minuto. Idagdag ang kanin at haluin. Ibuhos ang toyo, asin, at paminta. Lutuin hanggang magkaisa ang lasa.",wok_fried_rice.jpg,20 minuto
Wonton Noodles ,"Wonton noodles, bawang, sibuyas, sabaw ng manok, asin, paminta","Pakuluan ang wonton noodles hanggang malambot. Ilagay ang wontons sa sabaw ng manok at pakuluan hanggang lumutang. Idagdag ang noodles sa sabaw, timplahan ng asin at paminta.",wonton_noodles.jpg,30 minuto
Danggit,"Danggit, asin, bawang",Iprito ang danggit sa mainit na mantika hanggang maging crispy. Hanguin at patuluin ang mantika. Ihain kasama ng kanin.,danggit.jpg,10 minuto
Dilis,"Dilis, asin, bawang, mantika",Iprito ang dilis sa mainit na mantika hanggang maging crispy. Hanguin at patuluin ang mantika. Timplahan ng asin at bawang kung nais.,dilis.jpg,15 minuto
Daing na Baboy,"Liempo, bawang, asin, paminta, suka","Timplahan ang liempo ng bawang, asin, paminta, at suka. I-marinate ng ilang oras o magdamag. Iprito ang liempo sa mainit na mantika hanggang maging crispy. Hanguin at patuluin ang mantika. Ihain.",daing_na_baboy.jpg,1 oras
Yakisoba,"Yakisoba noodles, bawang, sibuyas, karne, gulay, toyo, asin, worcestershire sauce, paminta, mantika","Igisa ang bawang at sibuyas sa mantika, idagdag ang karne at lutuin hanggang mag-brown. Idagdag ang mga gulay at lutuin ng ilang minuto. Idagdag ang yakisoba noodles at soy sauce. Haluing mabuti. Timplahan ng Worcestershire sauce, asin, at paminta. Lutuin hanggang magkaisa ang lasa.",yakisoba.jpg,30 minuto
Yema Cake,"Harina, asukal, itlog, condensada, mantikilya, baking powder","Ihalo ang flour, baking powder, at asukal sa isang mangkok. Ihalo ang egg yolks, condensed milk, at butter hanggang maghalo. Idagdag ang vanilla extract kung nais. Ibuhos ang mixture sa cake pan at i-bake sa 350°F hanggang maluto.",yema_cake.jpg,40 minuto
Tuna Sisig,"Tuna, bawang, sibuyas, sili, mayonnaise, toyo, kalamansi, asin, paminta, mantika","Igisa ang bawang at sibuyas sa mantika hanggang maging golden brown. Idagdag ang tuna at lutuin hanggang mag-brown. Timplahan ng toyom, calamansi, asin, at paminta. Idagdag ang mayonnaise at sili. Haluin ng mabuti.
Lutuin ng ilang minuto hanggang maghalo ang lasa.",tuna_sisig.jpg,30 minuto
Tuna Adobo,"Tuna, bawang, sibuyas, suka, sili, dahon ng laurel, asin, paminta, mantika","Igisa ang bawang at sibuyas sa mantika. Idagdag ang tuna at lutuin ng ilang minuto. Ibuhos ang suka at pakuluan hanggang mag-evaporate ang amoy. Idagdag ang toyo, bay leaves, asin, at paminta. Pakuluan hanggang maluto ang tuna.",tuna_adobo.jpg,40 minuto
Tuna Casserole,"Tuna, pasta, kabute, gatas, sibuyas, bawang, keso, asin, paminta, ","Lutuin ang pasta ayon sa paksahe. Igisa ang bawang at sibuyas, idagdag ang tuna at lutuin ng ilang minuto. Idagdag ang gatas. Haluing mabuti. Idagdag ang lutong pasta at half ng grated cheese. Haluin. Ilagay sa baking dish, budburan ng natirang cheese, at i-bake sa 350°F hanggang mag-melt ang keso.",tuna_casserole.jpg,40 minuto
Tuna Kilawin,"Tuna, kalamansi, bawang, sibuyas, sili, luya, asin, paminta","I-marinate ang tuna sa calamansi o lemon, asin, at paminta. Idagdag ang bawang, sibuyas, sili, at luya. Haluin. Palamigin ng ilang oras bago ihain.",tuna_kilawin.jpg,20 minuto
Tuna Pesto Pasta,"Tuna, pasta, pesto sauce, bawang, kesong parmesan, asin, paminta","Lutuin ang pasta ayon sa paksahe. Igisa ang bawang, idagdag ang tuna at lutuin ng ilang minuto. Idagdag ang pesto sauce at haluin. Idagdag ang lutong pasta at Parmesan cheese. Timplahan ng asin at paminta.",tuna_pesto_pasta.jpg,30 minuto
Tuna Salad,"Tuna, litsugas, kamatis, pipino, sibuyas, mayonnaise, mustard, asin, paminta","Haluin ang tuna, lettuce, cherry tomatoes, cucumber, at sibuyas. Ihalo ang mayonnaise at mustard. Timplahan ng asin at paminta. Haluin ng mabuti at ihain.",tuna_salad.jpg,15 minuto
Tuna Lumpia ,"Tuna, lumpia wrappers, sibuyas, bawang, karots, toyo, asin, paminta, suka","Igisa ang bawang at sibuyas, idagdag ang tuna at lutuin ng ilang minuto. Idagdag ang carrots. Timplahan ng soy sauce, asin, at paminta. Balutin ang mixture sa lumpia wrappers at i-prito sa mainit na mantika hanggang maging golden brown.",tuna_lumpia.jpg,30 minuto
Tuna Afritada,"Tuna, bawang, sibuyas, tomato sauce, patatas, karots, paminta, asin, mantika","Igisa ang bawang at sibuyas sa mantika. Idagdag ang tuna at lutuin ng ilang minuto. Idagdag ang tomato sauce at pakuluan ng 10 minuto. Idagdag ang patatas, carrots, at bell peppers. Lutuin hanggang malambot. Timplahan ng asin at paminta.",tuna_afritada.jpg,40 minuto
Tuna Tacos,"Tuna, tortillias, litsugas, kamatis, abokado, keso, salsa, asin, paminta","Haluin ang tuna sa salsa, asin, at paminta. I-assemble ang tacos sa tortillas, idagdag ang tuna, lettuce, tomato, avocado, at cheese. Ihain ng malamig.",tuna_taco.jpg,15 minuto
Tuna Stir-Fry,"Tuna, bawang, sibuyas, bell peppers, broccolli, toyo, sesame oil, asin, paminta","Igisa ang bawang at sibuyas sa sesame oil. Idagdag ang bell peppers at broccoli, lutuin ng ilang minuto. Idagdag ang tuna at soy sauce. Haluin ng mabuti. Timplahan ng asin at paminta. Lutuin hanggang magkaisa ang lasa.",tuna_stir_fry.jpg,30 minuto
Mackerel Sinigang,"Mackerel, bawang, sibuyas, kamatis, labanos, sitaw, kangkong, sinigang mix, asin, paminta","Pakuluan ang mackerel sa tubig hanggang maging luto. Idagdag ang bawang, sibuyas, at kamatis. Lutuin hanggang maglasa ang sabaw. Idagdag ang radish at sitaw. Lutuin hanggang malambot. Timplahan ng sinigang mix, asin, at paminta. Idagdag ang talbos ng kangkong bago i-serve.",mackerel_sinigang.jpg,40 minuto
Adobong Mackerel,"Mackerel, bawang, sibuyas, suka, toyo, dahon ng laurel, asin, paminta, mantika","Igisa ang bawang at sibuyas sa mantika. Idagdag ang mackerel at lutuin hanggang mag-brown. Ibuhos ang suka at pakuluan hanggang mag-evaporate ang amoy. Idagdag ang toyo, bay leaves, asin, at paminta. Pakuluan hanggang maluto.",adobong_mackerel.jpg,40 minuto
Paksiw na Mackerel,"Mackerel, bawang, sibuyas, luya, suka, asukal, asin","Igisa ang bawang, sibuyas, at luya sa mantika. Idagdag ang mackerel at lutuin ng ilang minuto. Ibuhos ang suka, asukal, bay leaves, asin, at paminta. Pakuluan hanggang maluto ang mackerel at magsama ang lasa.",paksiw_na_mackerel.jpg,30 minuto
Ginataang Mackerel,"Mackerel, bawang, sibuyas, luya, gata, dahon ng laurel, sitaw, asin, paminta","Igisa ang bawang, sibuyas, at luya sa mantika. Idagdag ang mackerel at lutuin ng ilang minuto. Ibuhos ang coconut milk at bay leaves. Pakuluan ng 10 minuto. Idagdag ang sitaw. Lutuin hanggang malambot ang sitaw at magsama ang lasa.",ginataang_mackerel.jpg,40 minuto
Mackerel Teriyaki,"Mackerel, bawang, sibuyas, toyo, asukal, mirin, asin, paminta","Igisa ang bawang at sibuyas sa mantika. Idagdag ang mackerel at lutuin hanggang mag-brown. Ibuhos ang soy sauce, mirin, at asukal. Haluin ng mabuti. Lutuin hanggang mag-thicken ang sauce. Timplahan ng asin at paminta.",mackerel_teriyaki.jpg,30 minuto
Mackerel Curry,"Bawang, mackerel, sibuyas, luya, curry powder, gata, patatas, karots, asin, paminta","Igisa ang bawang, sibuyas, at luya sa mantika. Idagdag ang mackerel at lutuin ng ilang minuto. Idagdag ang curry powder at haluin. Ibuhos ang coconut milk, patatas, at carrots. Pakuluan hanggang malambot ang gulay.",mackerel_curry.jpg,35 minuto
Mackerel Pancit Canton,"Mackerel, pancit canton noodles, bawang, sibuyas, karots, paminta, toyo, asin, mantika",Igisa ang bawang at sibuyas sa mantika. Idagdag ang mackerel at lutuin ng ilang minuto. Idagdag ang mga gulay at lutuin ng ilang minuto. Idagdag ang pancit canton noodles at soy sauce. Haluing mabuti.  Timplahan ng asin at paminta. Lutuin hanggang magkaisa ang lasa.,mackerel_pancit_canton.jpg,30 minuto
Paksiw Galunggong,"Galunggong, bawang, sibuyas, luya, suka, asukal, dahon ng laurel, asin, paminta","Igisa ang bawang, sibuyas, at luya sa mantika. Idagdag ang galunggong at lutuin ng ilang minuto. Ibuhos ang suka, asukal, bay leaves, asin, at paminta. Pakuluan hanggang maluto ang galunggong at magsama ang lasa.",paksiw_galunggong.jpg,40 minuto
Galunggong Adobo,"Galunggong, bawang, sibuyas, suka, toyo, dahon ng laurel, asin, paminta","Igisa ang bawang at sibuyas sa mantika. Idagdag ang galunggong at lutuin hanggang mag-brown. Ibuhos ang suka at pakuluan hanggang mag-evaporate ang amoy. Idagdag ang toyo, bay leaves, asin, at paminta. Pakuluan hanggang maluto.",galunggong_adobo.jpg,30 minuto
Ginataang Galunggong,"Galunggong, bawang, sibuyas, luya, gata, dahon ng laurel, sitaw, asin, paminta","Igisa ang bawang, sibuyas, at luya sa mantika. Idagdag ang galunggong at lutuin ng ilang minuto. Ibuhos ang coconut milk at bay leaves. Pakuluan ng 10 minuto.  Idagdag ang sitaw. Lutuin hanggang malambot ang sitaw at magsama ang lasa.",ginataang_galunggong.jpg,40 minuto
Adobong Sitaw,"Sitaw, bawang, sibuyas, suka, toyo, dahon ng laurel, asin, paminta, mantika","Igisa ang bawang at sibuyas sa mantika. Idagdag ang sitaw at lutuin hanggang magbago ang kulay. Ibuhos ang suka at pakuluan hanggang mag-evaporate ang amoy. Idagdag ang toyo, bay leaves, asin, at paminta. Pakuluan hanggang maluto ang sitaw.",adobong_sitaw.jpg,20 minuto
Ginataang Sitaw at Kalabasa,"Sitaw, kalabasa, bawang, sibuyas, gata, bagoong, asin, paminta, mantika","Igisa ang bawang at sibuyas sa mantika. Idagdag ang sitaw at kalabasa. Lutuin ng ilang minuto. Ibuhos ang coconut milk at pakuluan. Idagdag ang bagoong, asin, at paminta. Lutuin hanggang malambot ang kalabasa at sitaw.",ginataang_sitaw_at_kalabasa.jpg,40 minuto
Ginisang Sitaw,"Sitaw, bawang, sibuyas, kamatis, toyo, asin, paminta, mantika",Igisa ang bawang at sibuyas sa mantika. Idagdag ang tomato at lutuin ng ilang minuto. Idagdag ang sitaw at soy sauce. Haluin hanggang maluto. Timplahan ng asin at paminta.,ginisang_sitaw.jpg,30 minuto
Buko Pandan,"Buko, pandan, condensada, evaporada, asukal","Haluin ang buko, pandan jelly, condensed milk, evaporated milk, at asukal sa isang mangkok. Palamigin bago ihain.",buko_pandan.jpg,10 minuto
Ginataang Tokwa at Sitaw,"Tokwa, sitaw, gatas, bawang. sibuyas, luya, siling labuyo, asin at paminta","Igisa ang bawang, sibuyas, at luya hanggang maging mabango. Idagdag ang tokwa at lutuin hanggang maging light brown. Ihalo ang gata at sitaw, pagkatapos ay pakuluan. Lutuin hanggang lumambot ang sitaw at lumapot ang sauce. Timplahan ng asin at paminta. Ihain nang mainit.",ginataang_tokwa_at_sitaw.jpg,40 minuto
Adobong Tokwa,"Tokwa, soy sauce, suka, bawang, bay leaf, asin at paminta","Igisa ang bawang hanggang maging golden brown. Idagdag ang tokwa at lutuin hanggang maging light brown. Ihalo ang soy sauce, suka, bay leaf, asin, at paminta. Pakuluan. Lutuin hanggang sa ma-absorb ng tokwa ang sauce at lumapot ito. Ihain nang mainit na may kanin.",adobong_tokwa.jpg,30 minuto
Tokwa't Tausi,"Tokwa, tausi, bawang, sibuyas, asin at paminta",Igisa ang bawang at sibuyas hanggang maging mabango. Idagdag ang tokwa at lutuin hanggang maging light brown. Ihalo ang tausi at bell pepper. Lutuin ng ilang minuto. Timplahan ng asin at paminta bago ihain.,tokwat_tausi.jpg,30 minuto
Tokwa't Gulay,"Tokwa, pechay, talong, sitaw, bawang, sibuyas, soy sauce, asin at paminta",Igisa ang bawang at sibuyas hanggang maging mabango. Idagdag ang tokwa at lutuin hanggang maging light brown. Ihalo ang mga gulay at soy sauce. Lutuin hanggang lumambot ang mga gulay. Timplahan ng asin at paminta bago ihain.,tokwat_gulay.jpg,40 minuto
Mapo Tofu,"Tokwa, giniling na karne ng baboy, bawang, sibuyas, toyo, chili paste, oyster sauce, cornstarch, asin at paminta","Igisa ang bawang at sibuyas hanggang maging mabango. Idagdag ang giniling na karne ng baboy at lutuin hanggang maging brown. Ihalo ang tokwa, soy sauce, chili paste, oyster sauce, at cornstarch na tinunaw sa tubig. Pakuluan. Lutuin hanggang lumapot ang sauce. Timplahan ng asin at paminta bago ihain.",mapo_tofu.jpg,30 minuto
Spaghetti,"Spaghetti noodles, karne ng baboy, hotdogs, tomato sauce, banana ketchup, bawang, sibuyas, evaporada, asukal, keso, asin at paminta","Lutuin ang spaghetti noodles ayon sa instructions ng pakete. Itabi. Igisa ang bawang at sibuyas hanggang maging mabango. Idagdag ang ground pork o beef at lutuin hanggang maging brown. Ihalo ang hotdogs, tomato sauce, banana ketchup, at asukal. Pakuluan. Idagdag ang evaporated milk at lutuin ng ilang minuto. Timplahan ng asin at paminta. Ihalo ang nilutong spaghetti noodles sa sauce. Ihain na may grated cheese sa ibabaw.",spaghetti.jpg,40 minuto
Carbonara,"Spaghetti noodles, bacon, kabute, all purpose cream, itlog, kesong parmesan, bawang, sibuyas,",Lutuin ang noodles ayon sa instructions ng pakete. Itabi. I-prito ang bacon hanggang maging crispy. Itabi. Igisa ang bawang at sibuyas hanggang maging mabango. Idagdag ang mushroom at lutuin ng ilang minuto. Ihalo ang all-purpose cream at pakuluan. Idagdag ang egg yolks at lutuin ng ilang minuto. Timplahan ng asin at paminta. Ihalo ang noodles at bacon sa sauce. Ihain na may grated parmesan cheese sa ibabaw.,carbonara.jpg,40 minuto
Baked Macaroni,"Macaroni, ground beef, tomato sauce, bawang, sibuyas, red bell pepper, keso, all purpose cream, butter, breadcrumbs, asin at paminta","Lutuin ang macaroni noodles ayon sa instructions ng pakete. Itabi. Igisa ang bawang at sibuyas hanggang maging mabango. Idagdag ang ground pork o beef at lutuin hanggang maging brown. Ihalo ang tomato sauce at bell pepper. Pakuluan. Sa isang baking dish, ihalo ang noodles sa sauce. Budburan ng grated cheese at breadcrumbs sa ibabaw. I-bake sa preheated oven (180∞C) ng 20-30 minuto o hanggang maging golden brown ang ibabaw. Ihain nang mainit.",baked_macaroni.jpg,1 oras
Tuna Pasta,"Spaghetti, tuna, bawang, black olives, olive oil, parsley, keso, asin at paminta","Lutuin ang noodles ayon sa instructions ng pakete. Itabi. Igisa ang bawang at sibuyas sa olive oil hanggang maging mabango. Idagdag ang canned tuna kasama ang oil, capers, at black olives. Lutuin ng ilang minuto.
Ihalo ang nilutong noodles sa tuna mixture. Timplahan ng asin at paminta. Ihain na may grated parmesan cheese at parsley sa ibabaw.",tuna_pasta.jpg,30 minuto
Sardinas Pasta,"Spaghetti noodles, sardinas, bawang, sibuyas, sili flakes, olive oil, parsley, kalamansi juice, asin at paminta","Lutuin ang spaghetti noodles ayon sa instructions ng pakete. Itabi. Igisa ang bawang at sibuyas sa olive oil hanggang maging mabango. Idagdag ang red chili flakes. Ihalo ang canned sardines kasama ang sauce, at lutuin ng ilang minuto. Idagdag ang kalamansi juice at timplahan ng asin at paminta. Ihalo ang nilutong spaghetti noodles sa sardines mixture. Ihain na may parsley sa ibabaw.",sardinas_pasta.jpg,30 minuto
Lasagna,"Lasagna noodles, karne ng baboy, tomato sauce, bawang, sibuyas, bechamel sauce, keso, olive oil, asin at paminta","Lutuin ang lasagna noodles ayon sa instructions ng pakete. Itabi. Igisa ang bawang at sibuyas hanggang maging mabango. Idagdag ang ground pork o beef at lutuin hanggang maging brown. Ihalo ang tomato sauce at lutuin ng ilang minuto. Timplahan ng asin at paminta. Sa isang baking dish, ilayer ang lasagna noodles, meat sauce, at bechamel sauce. Ulitin ang proseso hanggang mapuno ang dish. Budburan ng grated cheese sa ibabaw. I-bake sa preheated oven (180∞C) ng 30-40 minuto o hanggang maging golden brown ang ibabaw. Ihain nang mainit.",lasagna.jpg,1 oras
Pesto Pasta,"Spaghetti noodles, dahon ng basil, bawang, olive oil, pine nuts, kesong parmesan, asin at paminta","Lutuin ang noodles ayon sa instructions ng pakete. Itabi. Sa isang blender o food processor, ihalo ang basil leaves, bawang, olive oil, pine nuts, at parmesan cheese. Timplahan ng asin at paminta. Ihalo ang pesto sauce sa nilutong noodles. Ihain na may grated parmesan cheese sa ibabaw.",pesto_pasta.jpg,25 minuto
Sopas,"Macaroni, chicken breast, karots, repolyo, hotdogs, evaporada, sabaw ng manok, bawang, sibuyas, asin at paminta ","Igisa ang bawang at sibuyas hanggang maging mabango. Idagdag ang manok at lutuin hanggang maging brown. Ihalo ang chicken broth at pakuluan. Idagdag ang macaroni noodles at lutuin hanggang lumambot. Ihalo ang carrots, repolyo, hotdogs, at evaporated milk. Timplahan ng asin at paminta. Ihain nang mainit.",sopas.jpg,40 minuto
Chicken Alfredo Pasta,"Fettuccine noodles, dibdib ng manok, all purpose cream, kesong parmesan, bawang, butter, asin at paminta, parsley ","Igisa ang bawang at sibuyas hanggang maging mabango. Idagdag ang manok at lutuin hanggang maging brown. Ihalo ang chicken broth at pakuluan. Idagdag ang macaroni noodles at lutuin hanggang lumambot. Ihalo ang carrots, repolyo, hotdogs, at evaporated milk. Timplahan ng asin at paminta. Ihain nang mainit.",chicken_alfredo_pasta.jpg,40 minuto
Alimasag sa Gata,"Alimasag, gata, bawang, sibuyas, luya, sili, sitaw, kalabasa, patis, asin at paminta","Igisa ang bawang, sibuyas, at luya hanggang maging mabango. Idagdag ang alimasag at lutuin hanggang magkulay orange ang mga ito. Ihalo ang gata at pakuluan. Timplahan ng patis, asin, at paminta. Idagdag ang sitaw, kalabasa, at sili kung nais. Pakuluan hanggang lumambot ang gulay at lumapot ang sauce. Ihain nang mainit kasama ng kanin.",alimasag_sa_gata.jpg,35 minuto
Ginataang Alimango,"Alimango, gata, bawang, sibuyas, luya, talong, sigarilyas, patis, sili, asin at paminta","Igisa ang bawang, sibuyas, at luya hanggang maging mabango. Idagdag ang alimango at lutuin hanggang maging orange ang kulay ng mga ito. Ihalo ang gata at pakuluan. Timplahan ng patis, asin, at paminta. Idagdag ang talong, sigarilyas, at sili kung nais. Lutuin hanggang lumambot ang gulay at lumapot ang sauce. Ihain nang mainit kasama ng kanin.",ginataang_alimango.jpg,40 minuto
Adidas,"Paa ng manok, toyo, suka, bawang, asin at paminta","Ibabad ang paa ng manok sa toyo, suka, bawang, asin, at paminta ng 1 oras. Tuhugin ang paa gamit ang barbecue stick. I-ihaw sa uling hanggang maluto at maging crispy. Ihain na may suka at sili bilang sawsawan.",adidas.jpg,25 minuto
Penoy,"Penoy, suka, asin ",Pakuluan ang penoy sa tubig ng 15-20 minuto. Balatan at ihain habang mainit na may suka at asin.,penoy.jpg,20 minuto
Tenga ng baboy,"Tenga ng baboy, toyo, suka, bawang, asin at paminta","Ibabad ang tenga ng baboy sa toyo, suka, bawang, asin, at paminta ng 1 oras. Tuhugin ang tenga gamit ang barbecue stick. I-ihaw sa uling hanggang maging crispy. Ihain na may suka at sili bilang sawsawan.",tenga_ng_baboy.jpg,25 minuto
Fishball,"Fishball mix, processed fish, mantika",Bumuo ng maliit na bola mula sa fishball mix. Iprito sa mainit na mantika hanggang maging golden brown. Ihain kasama ng sawsawan.,fishball.jpg,20 minuto
